Time (UTC),Latitude (deg),Longitude (deg), Total Field (nT), Horizontal Component (nT), Vertical Component (nT)
2024-07-02 05:35:56,46.257702,14.424548,28578.21,28344.54,3647.11
2024-07-02 05:36:06,46.257435,14.424531,5817.5,4765.42,3336.77
2024-07-02 05:36:16,46.256775,14.423728,8775.4,8764.75,432.26
2024-07-02 05:36:26,46.256081,14.422898,5230.82,3020.86,4270.34
2024-07-02 05:36:36,46.255966,14.422855,5790.08,4754.89,3303.95
2024-07-02 05:36:46,46.255219,14.422574,6424.92,5158.23,3830.45
2024-07-02 05:36:56,46.254391,14.422433,6362.99,4991.21,3946.58
2024-07-02 05:37:06,46.25396,14.422237,5740.45,3074.96,4847.41
2024-07-02 05:37:16,46.252651,14.421739,6459.31,5039.8,4040.19
2024-07-02 05:37:26,46.251148,14.421089,6002.82,4684.69,3753.33
2024-07-02 05:37:36,46.250549,14.420437,20497.72,20111.13,3962.17
2024-07-02 05:37:46,46.250023,14.420374,23554.39,17908.39,15300.29
2024-07-02 05:37:56,46.24884,14.420097,18637.55,18285.75,-3604.12
2024-07-02 05:38:06,46.247425,14.420105,20788.86,20509.76,-3395.02
2024-07-02 05:38:16,46.246326,14.420219,18255.19,18237.14,-811.49
2024-07-02 05:38:26,46.245266,14.419941,18686.47,18662.92,-937.79
2024-07-02 05:38:36,46.24419,14.419514,20075.47,20046.13,1085.02
2024-07-02 05:38:46,46.243301,14.419057,20366.53,20146.49,-2985.69
2024-07-02 05:38:57,46.242626,14.419336,19236.35,19039.53,2744.76
2024-07-02 05:39:07,46.241482,14.419269,20030.29,19961.26,1661.53
2024-07-02 05:39:17,46.240353,14.419222,19964.53,16818.66,10757.11
2024-07-02 05:39:27,46.239155,14.419269,18523.61,15773.91,9711.23
2024-07-02 05:39:37,46.238003,14.419003,19373.32,17202.74,8910.17
2024-07-02 05:39:47,46.237106,14.418663,17854.95,14683.29,10158.75
2024-07-02 05:39:57,46.23666,14.41883,28534.86,27683.73,6917.31
2024-07-02 05:40:07,46.236629,14.420809,21823.8,19483.81,9831.54
2024-07-02 05:40:17,46.236507,14.423558,21782.31,19425.26,9855.36
2024-07-02 05:40:27,46.236446,14.42635,21574.12,19689.88,8817.66
2024-07-02 05:40:37,46.236362,14.429245,21217.62,18402.94,10560.26
2024-07-02 05:40:47,46.236217,14.431748,19946.19,15517.31,12532.49
2024-07-02 05:40:57,46.235615,14.432071,28944.05,23732.18,-16569.3
2024-07-02 05:41:07,46.234177,14.43186,29410.95,23684.61,-17436.83
2024-07-02 05:41:17,46.232956,14.432862,28430.53,22555.88,-17306.86
2024-07-02 05:41:27,46.231689,14.434102,28569.96,22558.38,-17531.74
2024-07-02 05:41:37,46.230347,14.435892,26765.45,18671.21,-19177.47
2024-07-02 05:41:47,46.229149,14.438151,25344.66,18394.57,-17435.36
2024-07-02 05:41:57,46.227901,14.440258,21844.51,16616.94,-14179.55
2024-07-02 05:42:07,46.226254,14.441535,21655.4,15985.01,-14609.44
2024-07-02 05:42:17,46.224346,14.441722,21729.65,16160.46,-14526.43
2024-07-02 05:42:27,46.222446,14.440672,21853.25,15928.09,-14961.97
2024-07-02 05:42:37,46.220749,14.439028,21116.27,15286.32,-14567.94
2024-07-02 05:42:47,46.219006,14.437592,23467.21,17428.3,-15715.1
2024-07-02 05:42:57,46.218693,14.436088,30163.88,20505,-22122.48
2024-07-02 05:43:07,46.219631,14.43651,27490.15,22031.31,-16441.7
2024-07-02 05:43:17,46.218925,14.438308,22747.09,17368.86,-14688.53
2024-07-02 05:43:27,46.217606,14.440655,22037.34,16573.39,-14524.7
2024-07-02 05:43:37,46.216057,14.443377,24668.38,16389.19,-18437.02
2024-07-02 05:43:47,46.21431,14.446272,22212.64,16961.02,-14343.12
2024-07-02 05:43:57,46.212399,14.449337,22067.74,16609.49,-14529.63
2024-07-02 05:44:07,46.210468,14.452289,21958.99,16580.49,-14397.38
2024-07-02 05:44:17,46.208469,14.455229,22026.18,16615.81,-14459.17
2024-07-02 05:44:27,46.206463,14.458105,21821.83,16315.51,-14491.26
2024-07-02 05:44:37,46.204468,14.460852,22059.79,16562.96,-14570.61
2024-07-02 05:44:47,46.202419,14.463582,21785.17,16337.48,-14411.11
2024-07-02 05:44:57,46.200359,14.466213,21716.45,16035.29,-14644.91
2024-07-02 05:45:07,46.198536,14.468469,21786.3,16175.75,-14594.11
2024-07-02 05:45:17,46.196651,14.470803,23427.61,19058.58,-13624.36
2024-07-02 05:45:27,46.194363,14.473397,21570,16712.13,-13637.06
2024-07-02 05:45:37,46.19194,14.476098,21155.86,15887.06,-13970.4
2024-07-02 05:45:47,46.189453,14.478689,21127.89,15857.55,-13961.58
2024-07-02 05:45:57,46.186852,14.481077,20875.27,16090.33,-13299.55
2024-07-02 05:46:07,46.184147,14.482995,23070.36,16700.92,-15916.06
2024-07-02 05:46:17,46.181458,14.48446,22370.07,16805.09,-14765.13
2024-07-02 05:46:27,46.178654,14.485492,22260.46,17315.81,-13988.95
2024-07-02 05:46:37,46.175739,14.486005,21613.85,16024.43,-14504.34
2024-07-02 05:46:47,46.172905,14.486122,22025.04,16034.45,-15099.63
2024-07-02 05:46:57,46.1702,14.485832,21862.92,16119.38,-14770
2024-07-02 05:47:07,46.167675,14.485196,22269.32,16867.33,-14540.16
2024-07-02 05:47:17,46.165146,14.484251,21908.36,16048.24,-14914.09
2024-07-02 05:47:27,46.162895,14.483241,22278.43,17054.73,-14334.04
2024-07-02 05:47:37,46.160671,14.482205,21864.46,16663.98,-14155.07
2024-07-02 05:47:47,46.158463,14.481174,21921.62,17623.73,-13036.93
2024-07-02 05:47:57,46.155872,14.479988,21421.84,16315.6,-13881.51
2024-07-02 05:48:07,46.153046,14.478654,22423.17,17364.82,-14186.66
2024-07-02 05:48:17,46.150173,14.477274,21422.7,16246.91,-13963.16
2024-07-02 05:48:27,46.147381,14.476266,21445.83,16266.93,-13975.37
2024-07-02 05:48:37,46.144634,14.475876,21376.98,16459.64,-13640.21
2024-07-02 05:48:47,46.141857,14.476078,21976.87,17066.96,-13845.65
2024-07-02 05:48:57,46.139164,14.476864,22471.6,17117.51,-14558.97
2024-07-02 05:49:07,46.136677,14.478167,22578.34,16487.18,-15425.76
2024-07-02 05:49:17,46.134659,14.479543,21581.67,15715.18,-14791.94
2024-07-02 05:49:27,46.132759,14.480754,21639.61,16791.15,-13650.28
2024-07-02 05:49:37,46.130627,14.481728,21051.46,16184.65,-13461.84
2024-07-02 05:49:47,46.128357,14.482199,21116.1,16135.47,-13621.16
2024-07-02 05:49:57,46.126213,14.482103,21444.43,15859.13,-14434.39
2024-07-02 05:50:07,46.124252,14.481604,21694.67,16820.69,-13701.2
2024-07-02 05:50:17,46.122227,14.480573,21263.05,15554.38,-14497.54
2024-07-02 05:50:27,46.120525,14.47931,21840.04,17127.32,-13551.48
2024-07-02 05:50:37,46.118893,14.477585,22134.24,17077.22,-14081.66
2024-07-02 05:50:47,46.117149,14.475498,20333.03,15213.85,-13489.66
2024-07-02 05:50:57,46.115093,14.473734,20385.35,19036.67,-7291.61
2024-07-02 05:51:07,46.112827,14.472479,21376.12,16337.75,-13784.63
2024-07-02 05:51:17,46.110603,14.471767,21178.69,15625.67,-14295.98
2024-07-02 05:51:27,46.108547,14.471077,22106.62,16635.72,-14558.68
2024-07-02 05:51:37,46.10664,14.470224,22075.84,17133.72,-13920.43
2024-07-02 05:51:47,46.104767,14.469149,22675.9,17668.28,-14213.67
2024-07-02 05:51:57,46.10297,14.46788,23395.25,17385.11,-15655.53
2024-07-02 05:52:07,46.101578,14.466743,23587.86,16368.56,-16984.03
2024-07-02 05:52:17,46.100407,14.465739,25985.72,17312.02,-19379.16
2024-07-02 05:52:27,46.099529,14.464937,22244.55,16278.18,-15160.51
2024-07-02 05:52:37,46.099529,14.464937,23972.61,14661.21,-18966.68
2024-07-02 05:52:57,46.097973,14.463025,22268.42,15444.31,-16042.32
2024-07-02 05:53:07,46.097973,14.463025,25759.09,17445.45,-18952.23
2024-07-02 05:53:27,46.097271,14.462173,24817.31,18090.63,-16989.05
2024-07-02 05:53:37,46.092171,14.461926,27676.78,13955.95,-23900.54
2024-07-02 05:53:47,46.086475,14.46023,21193.21,17140.19,-12464.6
2024-07-02 05:53:57,46.084026,14.460409,21123.94,16719.75,-12910.09
2024-07-02 05:54:07,46.081394,14.46043,20960.64,16177.44,-13328.12
2024-07-02 05:54:17,46.078758,14.460246,22458.29,18098.33,-13297.56
2024-07-02 05:54:27,46.076134,14.459856,21203.01,16201.98,-13677.12
