Time (UTC),Latitude (deg),Longitude (deg), Total Field (nT), Horizontal Component (nT), Vertical Component (nT)
2024-09-01 09:47:33,45.704472,15.348436,47249.35,21897.83,41868.68
2024-09-01 09:47:43,45.704483,15.34842,46872.03,23176.96,40740.83
2024-09-01 09:47:54,45.704483,15.348417,48078.85,30053.21,37528.4
2024-09-01 09:48:04,45.704468,15.348379,47436.25,22791.34,41602.32
2024-09-01 09:48:14,45.70446,15.348412,46894.91,21678.67,41583.27
2024-09-01 09:48:24,45.704475,15.348385,47054.04,20579.3,42315.2
2024-09-01 09:48:34,45.704403,15.348335,49567.49,34268.68,35813.32
2024-09-01 09:48:44,45.704403,15.3482,51641.73,38702.11,34190.86
2024-09-01 09:48:54,45.70446,15.348139,43685.23,25682.38,35338.58
2024-09-01 09:49:04,45.704407,15.348152,44338.63,26515.3,35536.64
2024-09-01 09:49:14,45.704388,15.348057,45454.41,29207.21,34828.76
2024-09-01 09:49:24,45.704342,15.347978,44153.33,26275.11,35484.29
2024-09-01 09:49:34,45.704292,15.347909,45562.4,28440.31,35596.08
2024-09-01 09:49:44,45.704296,15.347742,48618.09,33898.53,34851.24
2024-09-01 09:49:54,45.704269,15.347622,46851.48,30572.07,35502.24
2024-09-01 09:50:04,45.704208,15.347604,38925.12,14801.07,36001.29
2024-09-01 09:50:14,45.704102,15.347603,41314.9,18789.88,36794.86
2024-09-01 09:50:24,45.703991,15.347557,44303.29,24720.01,36765.5
2024-09-01 09:50:34,45.703945,15.347432,46811.19,30019.81,35917.95
2024-09-01 09:50:44,45.70396,15.347249,47592.91,31383.67,35779.19
2024-09-01 09:50:54,45.703949,15.347116,44646.59,26166.87,36174.76
2024-09-01 09:51:04,45.703922,15.347024,46709.01,29144.93,36500.75
2024-09-01 09:51:14,45.703903,15.346925,47997.54,30439.98,37110.27
2024-09-01 09:51:24,45.703892,15.346821,49820.99,35741.72,34708.23
2024-09-01 09:51:34,45.703888,15.346694,49047.54,35242.27,34112.23
2024-09-01 09:51:44,45.7038,15.346652,37269.14,11641.03,35404.45
2024-09-01 09:51:54,45.703773,15.346741,34851.69,9889.67,33419.08
2024-09-01 09:52:04,45.703751,15.346835,35506.38,10776.09,33831.63
2024-09-01 09:52:14,45.703728,15.346958,35349.18,10384.57,33789.42
2024-09-01 09:52:24,45.703709,15.347079,36639.08,12673.57,34377.36
2024-09-01 09:52:34,45.703678,15.347197,34583.57,11665.11,32556.85
2024-09-01 09:52:44,45.703621,15.347324,35275.94,7958.52,34366.46
2024-09-01 09:52:54,45.703568,15.34743,34311.36,7157.4,33556.54
2024-09-01 09:53:04,45.703522,15.347519,34174.32,13552.29,31372.27
2024-09-01 09:53:14,45.703487,15.347631,31189.61,7965.96,30155.19
2024-09-01 09:53:24,45.703461,15.34769,31432.06,9355.85,30007.38
2024-09-01 09:53:34,45.703438,15.347795,31305.75,15027.45,27463.17
2024-09-01 09:53:44,45.703411,15.34791,33122.36,16053.35,28972.06
2024-09-01 09:53:54,45.703392,15.348029,31892.84,16347.68,27384.42
2024-09-01 09:54:04,45.703354,15.348148,30578.3,7881.1,29545.23
2024-09-01 09:54:14,45.703323,15.348271,29823.2,5885.52,29236.68
2024-09-01 09:54:24,45.703217,15.34835,32459.12,9617.92,31001.46
2024-09-01 09:54:34,45.703087,15.348367,31995.07,9114.43,30669.4
2024-09-01 09:54:44,45.702988,15.348405,29909.5,4661.95,29543.94
2024-09-01 09:54:54,45.702904,15.348479,30693.27,3004.52,30545.86
2024-09-01 09:55:04,45.702816,15.348536,34062.46,13230.37,31388.03
2024-09-01 09:55:14,45.702808,15.348457,50360.27,41223.38,28927.32
2024-09-01 09:55:24,45.702808,15.348256,48341.22,38624.98,29068.63
2024-09-01 09:55:34,45.70282,15.348137,50446.5,41365.46,28874.69
2024-09-01 09:55:44,45.70285,15.348058,51128.98,41593.83,29734.25
2024-09-01 09:55:54,45.702888,15.347967,50453.44,40815.49,29658.82
2024-09-01 09:56:04,45.702904,15.34786,48652.76,37778.24,30657.72
2024-09-01 09:56:14,45.702888,15.347758,49720.81,39177.6,30614.95
2024-09-01 09:56:24,45.702888,15.347647,48719.03,38433.55,29940.04
2024-09-01 09:56:34,45.702896,15.347532,49240.25,38569.01,30611.01
2024-09-01 09:56:44,45.702869,15.347425,46308.7,33969.65,31473.14
2024-09-01 09:56:54,45.702858,15.34728,45048.36,33300.81,30338.27
2024-09-01 09:57:04,45.702824,15.347129,46451.65,34744.03,30831.94
2024-09-01 09:57:14,45.702805,15.34698,46715.41,35645.29,30195.08
2024-09-01 09:57:24,45.702793,15.346822,46161.27,34698.73,30444.38
2024-09-01 09:57:34,45.702778,15.346668,45123.23,33963.02,29708.9
2024-09-01 09:57:44,45.702751,15.346517,45659.15,33742.28,30760.63
2024-09-01 09:57:54,45.70274,15.346368,49387.27,38915.88,30408.17
2024-09-01 09:58:04,45.702728,15.346227,46830.42,35906.93,30062.95
2024-09-01 09:58:14,45.702736,15.346084,46735.13,36436,29267.57
2024-09-01 09:58:24,45.702721,15.345955,44320.79,32669.88,29950.14
2024-09-01 09:58:34,45.702702,15.345827,43987.49,30165.36,32014.85
2024-09-01 09:58:44,45.702633,15.345757,36210.66,18312.94,31238.57
2024-09-01 09:58:54,45.702549,15.345729,32780.58,12045.38,30487.3
2024-09-01 09:59:04,45.702469,15.345815,31267.36,5598.69,30762.03
2024-09-01 09:59:14,45.702381,15.345816,32710.36,9625.23,31262.15
2024-09-01 09:59:24,45.702297,15.345825,33223.13,11090.76,31317.28
2024-09-01 09:59:34,45.702217,15.345827,34647.95,15240.48,31116.04
2024-09-01 09:59:44,45.702114,15.345785,35881.34,17462.47,31345.38
2024-09-01 09:59:54,45.702023,15.345745,41166.04,26901.01,31160.52
2024-09-01 10:00:04,45.701965,15.34574,32813.2,11489.25,30736.02
2024-09-01 10:00:14,45.701859,15.345737,32651.24,9980.58,31088.44
2024-09-01 10:00:24,45.701752,15.345744,35049.59,15986.88,31191.24
2024-09-01 10:00:34,45.701664,15.345706,38838.46,21303.84,32474.19
2024-09-01 10:00:44,45.701565,15.345625,35112.02,16156.66,31173.97
