Time (UTC),Latitude (deg),Longitude (deg), Total Field (nT), Horizontal Component (nT), Vertical Component (nT)
2024-08-21 18:15:21,46.257729,14.424718,48073.18,22644.39,42405.92
2024-08-21 18:15:31,46.257839,14.424775,46628.23,22724.69,40715.85
2024-08-21 18:15:41,46.257938,14.424868,47587.97,23063.03,41625.85
2024-08-21 18:15:51,46.258053,14.424899,48173.27,23013.31,42320.82
2024-08-21 18:16:01,46.258183,14.424992,48238.71,22743.43,42540.68
2024-08-21 18:16:11,46.258301,14.425042,47875.79,21634.48,42708.79
2024-08-21 18:16:21,46.258419,14.425131,48369.13,22659.18,42733.29
2024-08-21 18:16:31,46.258511,14.42516,48404.91,22704.32,42749.84
2024-08-21 18:16:41,46.258625,14.425241,48088.4,22881.63,42295.69
2024-08-21 18:16:51,46.258751,14.425311,47737.48,22482.05,42112.05
2024-08-21 18:17:01,46.25885,14.425406,48192.59,22632.1,42547.78
2024-08-21 18:17:11,46.258942,14.425521,49757.34,22801.14,44225.56
2024-08-21 18:17:21,46.259045,14.425687,47710.15,22482.45,42080.86
2024-08-21 18:17:31,46.259144,14.425819,47782.05,22059.92,42384.95
2024-08-21 18:17:41,46.259251,14.425966,48682.09,22502.71,43169.14
2024-08-21 18:17:51,46.259342,14.426098,48148.13,22588.62,42520.55
2024-08-21 18:18:01,46.259407,14.426265,48129,22672.69,42454.1
2024-08-21 18:18:11,46.259533,14.42631,48014.79,22840.99,42233.98
2024-08-21 18:18:21,46.25967,14.426263,47991.53,22336.66,42476.59
2024-08-21 18:18:31,46.259819,14.426209,48484,22817.6,42779.15
2024-08-21 18:18:41,46.259953,14.426174,48155.1,22487.81,42581.83
2024-08-21 18:18:51,46.260086,14.426095,50819.77,21408.47,46090.41
2024-08-21 18:19:01,46.260216,14.426047,48495.6,22778.85,42812.93
2024-08-21 18:19:11,46.26033,14.425999,48305.16,22884.97,42540.17
2024-08-21 18:19:21,46.260464,14.425927,48448.89,22898.36,42696.14
2024-08-21 18:19:31,46.260597,14.425872,48625.64,23442.57,42601.63
2024-08-21 18:19:41,46.260727,14.42583,48508.98,22643.43,42899.84
2024-08-21 18:19:51,46.260857,14.425773,48353.61,22146.12,42983.96
2024-08-21 18:20:01,46.260979,14.425712,48308.96,22075.48,42970.09
2024-08-21 18:20:11,46.261093,14.425663,48529.95,22317.14,43094.1
2024-08-21 18:20:21,46.261196,14.425612,48640.07,22700.07,43018.18
2024-08-21 18:20:31,46.261292,14.425571,47759.74,21543.89,42624.56
2024-08-21 18:20:41,46.261379,14.425542,48177.31,22093.54,42812.71
2024-08-21 18:20:51,46.261494,14.425488,48497.12,22804.69,42800.9
2024-08-21 18:21:01,46.261627,14.425448,48611.76,22525.76,43077.76
2024-08-21 18:21:11,46.261749,14.425417,48616.29,22510.73,43090.73
2024-08-21 18:21:21,46.261879,14.425377,48107.01,21940.82,42812.2
2024-08-21 18:21:31,46.262009,14.425321,48407.48,22244.8,42993.64
2024-08-21 18:21:41,46.262119,14.425282,48502.63,22555.31,42939.07
2024-08-21 18:21:51,46.262245,14.42523,48420.21,22655.82,42792.88
2024-08-21 18:22:01,46.262363,14.425168,48463.23,22114.89,43123.27
2024-08-21 18:22:11,46.262493,14.425094,48470.97,22039.18,43170.7
2024-08-21 18:22:21,46.2626,14.425023,48106.01,22304.97,42622.49
