Time (UTC),Latitude (deg),Longitude (deg), Total Field (nT), Horizontal Component (nT), Vertical Component (nT)
2024-07-14 15:16:42,46.284679,14.873627,13203.86,11701.62,6116.69
2024-07-14 15:16:52,46.284683,14.873635,15982.29,15173.88,5018.66
2024-07-14 15:17:02,46.284676,14.873631,8477.82,4827.83,6968.89
2024-07-14 15:17:12,46.284668,14.873661,20410.59,19053.68,7317.77
2024-07-14 15:17:22,46.284706,14.873732,38460.97,38403.97,2093.16
2024-07-14 15:17:32,46.284847,14.874043,39294.08,39028.7,4559.13
2024-07-14 15:17:42,46.285019,14.874336,41818.48,41691.09,3261.59
2024-07-14 15:17:52,46.285362,14.874422,24323.95,23811.12,-4968.36
2024-07-14 15:18:02,46.285908,14.874257,21230.98,19571.39,-8228.94
2024-07-14 15:18:12,46.286427,14.874249,21675.04,19825.55,-8761
2024-07-14 15:18:22,46.286892,14.87477,22764.81,22017.12,-5786.46
2024-07-14 15:18:32,46.287094,14.874634,22670.39,20440.58,-9804.55
2024-07-14 15:18:42,46.287868,14.873921,19247.8,17655.74,-7665.03
2024-07-14 15:18:52,46.288597,14.872343,18810.91,18361.93,-4085.36
2024-07-14 15:19:02,46.289265,14.870354,20343.84,19564.46,-5577.08
2024-07-14 15:19:12,46.289883,14.868187,18566.05,18430.68,-2237.9
2024-07-14 15:19:22,46.290287,14.865818,21799.81,21580.25,-3086.19
2024-07-14 15:19:32,46.290417,14.863244,19967.01,19893.92,-1706.87
2024-07-14 15:19:42,46.290401,14.860678,21513.84,21378.46,-2409.77
2024-07-14 15:19:52,46.290291,14.858585,20331.45,20304.42,1048
2024-07-14 15:20:02,46.290272,14.856773,20747.56,20504.43,-3166.97
2024-07-14 15:20:12,46.290031,14.855608,32006.47,23714.52,21495.01
2024-07-14 15:20:22,46.28978,14.854788,18881.64,17320.03,7518.83
2024-07-14 15:20:32,46.289875,14.853482,20425.56,18638.21,8355.87
2024-07-14 15:20:42,46.290058,14.851967,18626.79,16477.6,8685.98
2024-07-14 15:20:52,46.29023,14.850488,18051.16,14437.72,10834.98
2024-07-14 15:21:02,46.290058,14.848532,19320.38,16016.2,10805.48
2024-07-14 15:21:12,46.289845,14.846377,20153.63,18509.97,7971.81
2024-07-14 15:21:22,46.28965,14.84456,19406.27,15933.5,11078.21
2024-07-14 15:21:32,46.28949,14.843389,21924.84,20839.63,6812.37
2024-07-14 15:21:42,46.29002,14.841976,19824.67,16963.93,10258.79
2024-07-14 15:21:52,46.290344,14.840307,20064.96,17015,10634.49
2024-07-14 15:22:02,46.290821,14.838771,20912.43,19421.69,7754.21
2024-07-14 15:22:12,46.291218,14.837261,32318.73,26696.16,18215.81
2024-07-14 15:22:22,46.291466,14.835896,17714.09,12626.42,12424.26
2024-07-14 15:22:33,46.291042,14.834017,19452.94,17714.56,8038.1
2024-07-14 15:22:43,46.290916,14.832013,19843.85,18515.67,7137.82
2024-07-14 15:22:53,46.291424,14.830164,20614.22,19537.21,6575.97
2024-07-14 15:23:03,46.292435,14.828596,22573.24,21586.29,6601.78
2024-07-14 15:23:13,46.293785,14.827774,24095.79,23207.94,6480.63
2024-07-14 15:23:23,46.295109,14.826837,18468.93,17714.2,5225.75
2024-07-14 15:23:33,46.295864,14.824816,17963.44,17229.25,5083.12
2024-07-14 15:23:43,46.296684,14.822696,18815.97,18227.74,4667.99
2024-07-14 15:23:53,46.297375,14.820683,18846.63,17734.54,6378.2
2024-07-14 15:24:03,46.298206,14.819348,18453.89,16912.34,7383.68
2024-07-14 15:24:12,46.298615,14.81821,12593.43,11681.5,4705
2024-07-14 15:24:22,46.298828,14.81805,6859.24,6510.68,2158.73
2024-07-14 15:24:32,46.298836,14.818057,20639.87,1233.56,20602.97
2024-07-14 15:24:43,46.298836,14.818057,19915.32,950.53,19892.62
2024-07-14 15:24:53,46.298916,14.817352,29571.72,22480.88,19211.89
2024-07-14 15:25:03,46.298763,14.816048,24465.26,21664.91,11365.76
2024-07-14 15:25:13,46.2985,14.814569,22235.06,18396.16,12489.16
2024-07-14 15:25:23,46.298237,14.813025,21257.83,19106.07,9319.52
2024-07-14 15:25:33,46.29842,14.811595,22007.32,16379.12,14698.52
2024-07-14 15:25:43,46.29763,14.810486,29805.5,27065.12,12483.89
2024-07-14 15:25:53,46.296726,14.809635,48886.8,26903.57,40818.1
2024-07-14 15:26:03,46.295902,14.808561,62423.96,24127.9,57572.53
2024-07-14 15:26:13,46.295101,14.807473,49283.79,28233.41,40395.13
2024-07-14 15:26:23,46.294647,14.806217,50074.62,27421.19,41899.24
2024-07-14 15:26:33,46.294132,14.804871,48830.77,21592.94,43797.14
2024-07-14 15:26:43,46.293537,14.803818,49270.82,27386.11,40958.69
2024-07-14 15:26:53,46.292931,14.802342,50076.54,31831.27,38657.85
2024-07-14 15:27:03,46.292725,14.800534,49469.14,23147.7,43719.33
2024-07-14 15:27:13,46.291897,14.79892,49645.26,26813.17,41781.64
2024-07-14 15:27:23,46.291019,14.796956,49701.82,26648.55,41953.86
2024-07-14 15:27:33,46.290459,14.794488,49650.52,27650.96,41238.32
2024-07-14 15:27:43,46.289845,14.792012,49823.04,26277.54,42329.96
2024-07-14 15:27:53,46.289196,14.789814,50357.04,28361.98,41610.45
2024-07-14 15:28:03,46.288689,14.787637,49463.68,26682.47,41649.74
2024-07-14 15:28:13,46.287769,14.785813,49018.46,25983.76,41565.05
2024-07-14 15:28:23,46.286877,14.78407,50470.36,28194.6,41860.75
2024-07-14 15:28:33,46.285728,14.782478,49612.69,23166.78,43871.62
2024-07-14 15:28:43,46.284096,14.78145,50210.59,26815.54,42450.32
2024-07-14 15:28:53,46.283138,14.779434,50592.66,29308.22,41238.88
2024-07-14 15:29:03,46.281925,14.777648,49724.2,26473.1,42091.22
2024-07-14 15:29:13,46.280525,14.776219,49995.43,24009.07,43853.25
2024-07-14 15:29:23,46.278969,14.77508,50322.74,28066.41,41769.07
2024-07-14 15:29:33,46.277794,14.773066,50223.07,29274.43,40808.89
2024-07-14 15:29:43,46.277317,14.77048,50221.75,29177.19,40876.83
2024-07-14 15:29:53,46.276741,14.767642,49886.73,26058.37,42539.95
2024-07-14 15:30:03,46.275955,14.765191,49855.02,28520.37,40891.46
2024-07-14 15:30:13,46.275726,14.762882,49713.3,25251.04,42822.85
2024-07-14 15:30:23,46.275993,14.76083,50839.98,26256.6,43534.98
2024-07-14 15:30:33,46.276497,14.758862,49779.63,24759.39,43185.46
2024-07-14 15:30:43,46.276455,14.756851,48890.57,24771.37,42150.52
2024-07-14 15:30:53,46.27676,14.755307,49165.77,24184.33,42806.43
2024-07-14 15:31:03,46.277267,14.754045,49750.83,23873.83,43648.43
2024-07-14 15:31:13,46.277481,14.752849,49706.46,23309.79,43902.01
2024-07-14 15:31:23,46.277924,14.751639,49984.81,27601.51,41672.99
2024-07-14 15:31:33,46.27829,14.750462,49302.55,21784.56,44228.66
2024-07-14 15:31:43,46.278278,14.749235,50475.79,22752.65,45056.88
2024-07-14 15:31:53,46.278313,14.747836,48770.61,23840.95,42546.23
2024-07-14 15:32:03,46.278164,14.746206,49030.35,25612.83,41808.59
2024-07-14 15:32:13,46.278473,14.744308,49830.11,27057.83,41843.91
2024-07-14 15:32:23,46.278259,14.742886,48265.48,30057.2,37764.02
2024-07-14 15:32:33,46.277813,14.741729,49112.19,30348.09,38613.48
2024-07-14 15:32:43,46.27795,14.740253,48971.96,25233.32,41970.61
2024-07-14 15:32:53,46.278351,14.738499,49819.96,23393.13,43986.25
2024-07-14 15:33:03,46.278172,14.736141,49183.21,21778.89,44098.39
2024-07-14 15:33:13,46.277493,14.733946,49540.29,33909.72,36116.08
2024-07-14 15:33:23,46.27776,14.731945,49516.06,23785.24,43429.28
2024-07-14 15:33:33,46.277187,14.730572,49259.44,28076.7,40474.58
2024-07-14 15:33:43,46.276489,14.729124,48607.53,22462.08,43106.23
2024-07-14 15:33:53,46.27512,14.727817,49048.85,26851.04,41046.45
2024-07-14 15:34:03,46.273781,14.726578,49170.27,32034.62,37302.8
2024-07-14 15:34:13,46.272781,14.72471,49247.83,32254.84,37215.24
2024-07-14 15:34:23,46.272556,14.722404,49256.92,24220.23,42890.84
2024-07-14 15:34:33,46.271744,14.720181,49533.82,24417.66,43097.3
2024-07-14 15:34:43,46.270824,14.718217,48844.02,17923.58,45436.59
2024-07-14 15:34:53,46.269299,14.717193,48630.71,25629.93,41328.6
2024-07-14 15:35:03,46.267933,14.716546,48927.09,27938.84,40165.68
2024-07-14 15:35:13,46.267811,14.716035,63778.58,22724.69,59592.75
2024-07-14 15:35:23,46.268898,14.716002,63925.79,22670.3,59770.93
2024-07-14 15:35:33,46.270336,14.715904,46811.75,19704.83,42462.45
2024-07-14 15:35:43,46.270802,14.715439,46389.67,25452.35,38783.75
2024-07-14 15:35:53,46.26952,14.714987,46874.24,30748.57,35379.66
2024-07-14 15:36:03,46.268116,14.713957,46688.09,29133.02,36483.48
2024-07-14 15:36:13,46.266926,14.712417,47264.86,32460.73,34355.03
2024-07-14 15:36:23,46.265827,14.71083,47455.97,31421.86,35563.12
2024-07-14 15:36:33,46.26495,14.709225,47957.34,34432.84,33380.93
2024-07-14 15:36:43,46.264179,14.708135,47220.34,29628.25,36768.57
2024-07-14 15:36:53,46.263042,14.706843,47891.44,32049.93,35586.41
2024-07-14 15:37:03,46.262264,14.704921,47007.25,31060.65,35283.38
2024-07-14 15:37:13,46.261452,14.703028,47355.67,28222.22,38027.17
2024-07-14 15:37:23,46.260529,14.70193,48789.39,35028.16,33962.21
2024-07-14 15:37:33,46.260452,14.700379,46475.91,32359.03,33360.21
2024-07-14 15:37:43,46.260567,14.698759,46425.8,31980.17,33654.48
2024-07-14 15:37:53,46.260464,14.696631,46351.7,27774.79,37108.51
2024-07-14 15:38:03,46.260399,14.694401,46618.6,28592.7,36820.53
2024-07-14 15:38:13,46.2603,14.692674,46604.52,29146.17,36365.94
2024-07-14 15:38:23,46.260769,14.690941,47142.23,27813.42,38063.15
2024-07-14 15:38:33,46.261467,14.689689,46467.6,26360.77,38266.79
2024-07-14 15:38:43,46.261318,14.689205,43003.53,7410.88,42360.15
2024-07-14 15:38:53,46.260555,14.690295,44163.9,19690.79,39531.29
2024-07-14 15:39:03,46.259548,14.692028,42341.14,12237.31,40534.19
2024-07-14 15:39:13,46.258884,14.693738,43447.42,17178.26,39907.21
2024-07-14 15:39:23,46.258804,14.693413,46307.48,28326.91,36632.89
2024-07-14 15:39:33,46.259407,14.691211,46922.46,27735.86,37847.57
2024-07-14 15:39:43,46.260059,14.689208,46472.11,26979.38,37838.74
2024-07-14 15:39:53,46.260014,14.688689,42583.16,14542.19,40023.12
2024-07-14 15:40:03,46.259544,14.689698,43822.15,15737.61,40898.76
2024-07-14 15:40:13,46.259548,14.689002,45683.82,28287.04,35872.77
