Time (UTC),Latitude (deg),Longitude (deg), Total Field (nT), Horizontal Component (nT), Vertical Component (nT)
2024-08-26 05:12:31,46.060268,14.516086,81297.16,76145.17,-28480.54
2024-08-26 05:12:41,46.060329,14.515845,28436.11,25022.63,-13508.51
2024-08-26 05:12:51,46.060364,14.515847,37582.7,36598.97,-8542.51
2024-08-26 05:13:01,46.060295,14.515843,37106.75,19665.05,31467.4
2024-08-26 05:13:11,46.060143,14.515721,36047.67,12724.7,33727.09
2024-08-26 05:13:21,46.060139,14.515717,52221.44,37294.59,36553.95
2024-08-26 05:13:31,46.060249,14.515251,46265.69,18582.57,42369.82
2024-08-26 05:13:41,46.060276,14.51515,39145.3,15764.14,35830.8
2024-08-26 05:13:51,46.060272,14.51517,28238.63,22677.35,16827.3
2024-08-26 05:14:01,46.060268,14.515181,50756.41,25138.06,44094.12
2024-08-26 05:14:11,46.060352,14.51466,32561.86,15259.55,28764.92
2024-08-26 05:14:21,46.060352,14.51466,37067.88,25071.8,27302.62
2024-08-26 05:14:51,46.060394,14.514389,35687.27,9149.21,34494.54
2024-08-26 05:15:01,46.06039,14.514418,43688.23,24732.46,36013.43
2024-08-26 05:15:11,46.06057,14.514426,39217.73,13278.8,36901.27
2024-08-26 05:15:21,46.060562,14.514192,48049.77,29709.05,37764.44
2024-08-26 05:15:31,46.060543,14.5141,41418.93,21407.89,35457.43
2024-08-26 05:15:41,46.060677,14.513993,29528.85,24642.78,16269.18
2024-08-26 05:15:51,46.060429,14.514051,44391.73,23431.52,37703.97
2024-08-26 05:16:01,46.060349,14.514057,60345,24921.89,54958.34
2024-08-26 05:16:11,46.060314,14.514113,41320.62,21017.15,35576.3
2024-08-26 05:16:21,46.060242,14.513783,40453.92,22147.18,33852.95
2024-08-26 05:16:31,46.060146,14.513345,46639.07,21416.42,41431.14
2024-08-26 05:16:41,46.060112,14.513251,49722.45,36678.75,33570.68
2024-08-26 05:16:51,46.060101,14.513218,40599.5,17480.38,36643.64
2024-08-26 05:17:01,46.059814,14.51311,48250.45,27327.78,39765.54
2024-08-26 05:17:11,46.05962,14.512996,46411.44,26268.75,38261.92
2024-08-26 05:17:21,46.059647,14.512956,45972.45,20233.94,41280.19
2024-08-26 05:17:31,46.059551,14.513019,54514.8,25322.97,48276.4
2024-08-26 05:17:41,46.059544,14.513024,47180.52,23298.79,41026.42
2024-08-26 05:17:51,46.05949,14.513036,37944.63,16053.29,34381.49
2024-08-26 05:18:01,46.059452,14.513002,42206.32,29805.7,29882.99
2024-08-26 05:18:11,46.059406,14.512995,42744.23,28981.56,31418.75
2024-08-26 05:18:21,46.059372,14.512991,41069.42,29898.58,28156.2
2024-08-26 05:18:31,46.059399,14.512991,48060.37,15455.75,45507.35
2024-08-26 05:18:41,46.05862,14.512944,33225.23,23625.9,23360.92
2024-08-26 05:18:51,46.058315,14.512926,53990.52,41874.17,34081.23
2024-08-26 05:19:01,46.058186,14.512918,27833.27,6312.86,27107.91
2024-08-26 05:19:11,46.058163,14.512696,42066.09,25259.2,33638.21
2024-08-26 05:19:21,46.058243,14.512506,35877.97,13839.43,33101.34
2024-08-26 05:19:31,46.058235,14.512319,43832.91,20400.54,38796.16
2024-08-26 05:19:41,46.05822,14.51214,40017.27,17759.36,35860.66
2024-08-26 05:19:51,46.05817,14.512008,45560.32,22975.79,39342.8
2024-08-26 05:20:01,46.058167,14.511825,38642.86,28067.54,26560.95
2024-08-26 05:20:11,46.05814,14.511578,55319.3,47041.12,29109.4
2024-08-26 05:20:21,46.058067,14.511391,47167.45,28438.13,37630.32
2024-08-26 05:20:31,46.058083,14.511203,42796.47,22419.69,36454.02
2024-08-26 05:20:41,46.057968,14.511094,45424.26,22195.95,39632.1
2024-08-26 05:20:51,46.057899,14.51101,48530.66,21537.54,43489.76
2024-08-26 05:21:01,46.057877,14.510852,44982.83,21504.6,39509.58
2024-08-26 05:21:11,46.057861,14.510675,43481.52,24355.43,36020.2
2024-08-26 05:21:21,46.057861,14.510473,42876.69,23899.29,35598.24
2024-08-26 05:21:31,46.05788,14.510257,44381.87,23175.86,37850.1
2024-08-26 05:21:41,46.057865,14.51007,44571.13,25040.94,36871.9
2024-08-26 05:21:51,46.057835,14.5099,46172.6,23108.71,39973.69
2024-08-26 05:22:01,46.057747,14.509789,38705,21505.41,32180.66
2024-08-26 05:22:11,46.057713,14.50976,37174.37,22086.39,29901.92
2024-08-26 05:22:21,46.057713,14.50976,37766.61,22046.44,30663.85
