Time (UTC),Latitude (deg),Longitude (deg), Total Field (nT), Horizontal Component (nT), Vertical Component (nT)
2024-07-17 18:42:25,46.257633,14.424473,50652.07,31185.63,39913.51
2024-07-17 18:42:35,46.257767,14.424748,48900.38,32753.85,36310.21
2024-07-17 18:42:45,46.257713,14.424637,48668.23,23154.69,42807.2
2024-07-17 18:42:55,46.257824,14.424774,48720.99,26202.04,41075.39
2024-07-17 18:43:05,46.257927,14.424848,49364.58,25334.48,42367.75
2024-07-17 18:43:15,46.25803,14.424897,50159.59,25631.51,43116.24
2024-07-17 18:43:25,46.258144,14.424968,49940.24,25173.61,43131.39
2024-07-17 18:43:35,46.258274,14.425036,49961.79,25436.21,43002.09
2024-07-17 18:43:45,46.258381,14.425098,49884.12,25037.38,43145.75
2024-07-17 18:43:55,46.258488,14.425189,50036.7,25499.49,43051.68
2024-07-17 18:44:05,46.258602,14.425266,49980.73,25751.23,42836.29
2024-07-17 18:44:15,46.25869,14.425314,52918.23,28764.61,44417.75
2024-07-17 18:44:25,46.258778,14.425439,48760.91,23994.46,42448.7
2024-07-17 18:44:35,46.258869,14.425467,50958.84,27484.87,42911.37
2024-07-17 18:44:45,46.258957,14.425558,53385.23,29781.81,44306.05
2024-07-17 18:44:55,46.259045,14.42571,50727.71,26939.93,42983.03
2024-07-17 18:45:05,46.259117,14.425795,52175.77,28816.19,43496.42
2024-07-17 18:45:15,46.259193,14.425921,51172.41,28710.53,42359.42
2024-07-17 18:45:25,46.259277,14.426054,52535.89,28200.51,44325.52
2024-07-17 18:45:35,46.259342,14.426178,52798.29,29861.13,43542.76
2024-07-17 18:45:45,46.259422,14.426315,52424.45,29425.36,43387.45
2024-07-17 18:45:55,46.259499,14.426354,46134.36,19722.72,41706.04
2024-07-17 18:46:05,46.259617,14.426296,47135.28,19906.05,42725.68
2024-07-17 18:46:15,46.259727,14.426248,46796.91,18452.48,43005.31
2024-07-17 18:46:25,46.25983,14.426207,47138,18717.4,43262.57
2024-07-17 18:46:35,46.259937,14.426168,46845.09,18173.87,43176.07
2024-07-17 18:46:45,46.260056,14.426135,47716.42,17409.8,44426.97
2024-07-17 18:46:55,46.260155,14.426092,46793.2,18124.04,43140.73
2024-07-17 18:47:05,46.260254,14.426047,47263.17,19728.59,42948.69
2024-07-17 18:47:15,46.260361,14.426017,46756.91,18662.36,42871.03
2024-07-17 18:47:25,46.260475,14.42595,47366.3,19614.07,43114.44
