Time (UTC),Latitude (deg),Longitude (deg), Total Field (nT), Horizontal Component (nT), Vertical Component (nT)
2024-07-21 07:19:56,46.257717,14.42471,28124.32,28044.28,2120.37
2024-07-21 07:20:06,46.257587,14.424692,4463.84,4385.72,-831.42
2024-07-21 07:20:16,46.257076,14.424138,12998.34,12952.71,-1088.16
2024-07-21 07:20:26,46.256809,14.423813,14394.02,13839.71,-3956.06
2024-07-21 07:20:36,46.256618,14.423384,15611.58,15607.3,-365.45
2024-07-21 07:20:46,46.25626,14.422166,17895.46,17460.72,-3920.58
2024-07-21 07:20:57,46.25581,14.42017,19261.16,18955.02,-3420.46
2024-07-21 07:21:07,46.255646,14.419047,22446.85,22355.87,-2018.97
2024-07-21 07:21:17,46.25531,14.418984,17223.07,13944.81,10108.22
2024-07-21 07:21:27,46.253902,14.419547,17308.77,13754.59,10507.37
2024-07-21 07:21:37,46.251984,14.420036,16694.09,13885.88,9266.86
2024-07-21 07:21:47,46.250477,14.420381,15437.59,13010.75,8309.01
2024-07-21 07:21:57,46.249153,14.420215,13389.32,9596.85,9336.71
2024-07-21 07:22:07,46.248207,14.420125,15037.7,11743.29,9392.96
2024-07-21 07:22:17,46.247326,14.420167,14123.7,14121.02,-274.93
2024-07-21 07:22:27,46.246677,14.42027,12205.38,12024.77,2091.92
2024-07-21 07:22:37,46.245544,14.420035,10969.36,10836.2,1704.05
2024-07-21 07:22:47,46.244461,14.419659,10349.82,10147.01,2038.87
2024-07-21 07:22:57,46.243519,14.419251,10284.5,10244.42,907.04
2024-07-21 07:23:07,46.243046,14.419289,17240.76,16464.06,5116.51
2024-07-21 07:23:17,46.242054,14.41933,14004.62,13117.78,4904.4
2024-07-21 07:23:27,46.240807,14.419239,15361.69,14740.05,4325.79
2024-07-21 07:23:37,46.239628,14.419271,16154.89,15654.82,3988.38
2024-07-21 07:23:47,46.238487,14.419179,14030.89,13255.67,4599.24
2024-07-21 07:23:57,46.237427,14.418795,15906.46,13498.5,8414.64
2024-07-21 07:24:07,46.236759,14.41843,15183.35,14425.99,4735.52
2024-07-21 07:24:17,46.236706,14.419543,21645.03,21575.96,1727.71
2024-07-21 07:24:27,46.236584,14.421773,22436.69,22390.3,1442
2024-07-21 07:24:37,46.236485,14.424397,19974.42,19927.75,1364.61
2024-07-21 07:24:47,46.236431,14.426969,19816.39,19749.19,1630.64
2024-07-21 07:24:57,46.236374,14.429581,22898.19,22789.36,2229.88
2024-07-21 07:25:07,46.236217,14.432121,21108.38,20941.62,2648.1
2024-07-21 07:25:17,46.236027,14.434618,18709.95,18550.01,2441.15
2024-07-21 07:25:27,46.235718,14.437343,18994.88,18856.05,2292.29
2024-07-21 07:25:37,46.235394,14.439991,21213.38,21164.05,1445.9
2024-07-21 07:25:47,46.235161,14.442723,18511.8,18427.98,1759.65
2024-07-21 07:25:57,46.234993,14.445642,20978.62,20951.82,1060.08
2024-07-21 07:26:07,46.235252,14.448195,21375.13,21374.95,88.98
2024-07-21 07:26:17,46.235775,14.450368,21033.68,21013.78,914.61
2024-07-21 07:26:27,46.235802,14.451517,20510.64,20504.66,495.3
2024-07-21 07:26:37,46.236172,14.452899,20641.84,20526.45,2179.6
2024-07-21 07:26:47,46.236103,14.455252,19768.67,19634.26,2301.32
2024-07-21 07:26:57,46.235588,14.457745,19574.8,19219.08,3714.8
2024-07-21 07:27:07,46.234749,14.459737,20062.34,19968.58,1937.32
2024-07-21 07:27:17,46.234348,14.460535,20396.95,20375.89,926.57
2024-07-21 07:27:27,46.233517,14.462197,20709.12,20561.03,2472.26
2024-07-21 07:27:37,46.232365,14.464565,21024.62,21023.77,188.57
2024-07-21 07:27:47,46.231655,14.467189,20817.82,20809.98,-571.49
2024-07-21 07:27:57,46.231457,14.469543,20848.23,20839.87,-590.43
2024-07-21 07:28:07,46.231415,14.470688,23377.32,23367.93,-662.3
2024-07-21 07:28:17,46.231537,14.472568,18168.88,18120.09,1330.64
2024-07-21 07:28:27,46.231251,14.474936,104714.14,66972.61,-80496.71
2024-07-21 07:28:37,46.23082,14.477649,28045.12,27998.19,-1621.84
2024-07-21 07:28:47,46.230362,14.480384,16882.88,16687.08,-2563.81
2024-07-21 07:28:57,46.22982,14.482615,18583.83,18511.11,-1642.4
2024-07-21 07:29:07,46.228867,14.483949,21858.75,21660.53,-2937.09
2024-07-21 07:29:17,46.228348,14.484459,20829.62,20475.25,-3825.89
2024-07-21 07:29:27,46.228054,14.485479,24060.37,20105.19,13216.76
2024-07-21 07:29:37,46.227158,14.487124,23212.3,19259.46,12957.02
2024-07-21 07:29:47,46.226238,14.488872,23433.89,19873.45,12417.44
2024-07-21 07:29:57,46.225491,14.49053,20593.27,19582.13,6373.63
2024-07-21 07:30:07,46.224995,14.491917,20844.08,19801.64,6509.29
2024-07-21 07:30:17,46.224224,14.493999,21140.7,19438.03,8312.17
2024-07-21 07:30:27,46.222759,14.496822,21171.93,19090.6,9154.21
2024-07-21 07:30:37,46.22065,14.499227,22128.88,20259.57,8901.54
2024-07-21 07:30:47,46.218727,14.500816,21816.32,21092.53,5572.88
2024-07-21 07:30:57,46.217514,14.502183,22586.36,21620.9,6533.02
2024-07-21 07:31:07,46.216145,14.503735,21504.01,20315.73,7049.36
2024-07-21 07:31:17,46.214977,14.505556,21651.51,20537.95,6854.24
2024-07-21 07:31:27,46.213772,14.507811,20065.46,18839.53,6906.13
2024-07-21 07:31:37,46.212818,14.509559,19745.96,18574.7,6699.49
2024-07-21 07:31:47,46.212082,14.510586,20343.32,19159.68,6837.92
2024-07-21 07:31:57,46.210926,14.511687,23017.07,21406.28,8459.12
2024-07-21 07:32:07,46.210049,14.513742,20935.96,20425.87,4593.27
2024-07-21 07:32:17,46.209404,14.515747,20202.3,18870.06,7214.83
2024-07-21 07:32:27,46.208656,14.517409,20309.99,18837.71,7591.87
2024-07-21 07:32:37,46.207779,14.519007,21654.62,20431.48,7174.76
2024-07-21 07:32:47,46.206917,14.520696,21136.29,19733.87,7570.8
2024-07-21 07:32:57,46.206081,14.522498,21728.67,20565.88,7012.84
2024-07-21 07:33:07,46.205215,14.524311,21748.63,20748.15,6520.53
2024-07-21 07:33:17,46.204411,14.526119,22540.11,20364.57,9661.32
2024-07-21 07:33:27,46.203571,14.527982,23560.55,21471.65,9698.85
2024-07-21 07:33:37,46.202732,14.529966,23157.74,21054.1,9643.94
